"region","type registrering","drivstofftype","år","statistikkvariabel","12906: Førstegangsregistrerte kjøretøy,"
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","El.","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Hydrogen","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Personbiler",8
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ladbar","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Personbiler",10
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Personbiler",1
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ladbar","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Personbiler",1
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2019","Motorredskaper",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Personbiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Ambulanser",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Bobiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Busser",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Varebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Kombinerte biler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Lastebiler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Mopeder",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Lette motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Tunge motorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Beltemotorsykler",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Traktorer",0
"1018 Søgne (-2019)","Nye kjøretøy","Annet drivstoff","2020","Motorredskaper",0
