"region","type registrering","drivstofftype","år","statistikkvariabel","12906: Førstegangsregistrerte kjøretøy,"
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Parafin","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Gass","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Gass","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","El.","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Personbiler",1760
"4204 Kristiansand","Nye kjøretøy","El.","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Varebiler",21
"4204 Kristiansand","Nye kjøretøy","El.","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Mopeder",9
"4204 Kristiansand","Nye kjøretøy","El.","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","El.","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Hydrogen","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Personbiler",212
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ladbar","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Personbiler",152
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Bensin hybrid, ikke ladbar","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Personbiler",16
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ladbar","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Personbiler",8
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Diesel hybrid, ikke ladbar","2020","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Busser",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2019","Motorredskaper",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Personbiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Ambulanser",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Bobiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Busser",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Varebiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Kombinerte biler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Lastebiler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Mopeder",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Lette motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Tunge motorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Beltemotorsykler",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Traktorer",0
"4204 Kristiansand","Nye kjøretøy","Annet drivstoff","2020","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Personbiler",261
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Varebiler",1
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Mopeder",46
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Lette motorsykler",44
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Tunge motorsykler",72
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Beltemotorsykler",20
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Traktorer",33
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2019","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Personbiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Varebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Mopeder",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Traktorer",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Bensin","2020","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Personbiler",309
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Ambulanser",3
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Bobiler",27
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Busser",2
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Varebiler",170
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Lastebiler",23
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Mopeder",1
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Traktorer",7
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2019","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Personbiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Varebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Mopeder",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Traktorer",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Diesel","2020","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Personbiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Varebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Mopeder",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Traktorer",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2019","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Personbiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Varebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Mopeder",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Traktorer",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Parafin","2020","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Personbiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Ambulanser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Bobiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Busser",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Varebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Kombinerte biler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Lastebiler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Mopeder",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Lette motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Tunge motorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Beltemotorsykler",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Traktorer",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2019","Motorredskaper",0
"1001 Kristiansand (-2019)","Nye kjøretøy","Gass","2020","Personbiler",0
