region;type registrering;drivstofftype;år;biltyper;antall;dato
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Busser;2;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Varebiler;223;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Lastebiler;13;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Mopeder;4;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Traktorer;9;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Parafin;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Parafin;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Personbiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Parafin;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Gass;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Gass;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Gass;2020;Personbiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Gass;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;El.;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;El.;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;El.;2020;Personbiler;1760;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Varebiler;21;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Mopeder;9;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;El.;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Hydrogen;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Hydrogen;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Personbiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Hydrogen;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Personbiler;212;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ladbar;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Personbiler;152;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Personbiler;16;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ladbar;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Personbiler;8;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Motorredskaper;0;01.01.2020
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Personbiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Ambulanser;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Bobiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Busser;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Varebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Kombinerte biler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Lastebiler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Mopeder;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Lette motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Tunge motorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Beltemotorsykler;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Traktorer;0;01.01.2019
Kristiansand;Nye kjøretøy;Annet drivstoff;2019;Motorredskaper;0;01.01.2019
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Personbiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Ambulanser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Bobiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Busser;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Varebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Kombinerte biler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Lastebiler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Mopeder;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Lette motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Tunge motorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Beltemotorsykler;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Traktorer;0;01.01.2020
4204 Kristiansand;Nye kjøretøy;Annet drivstoff;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Personbiler;261;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Varebiler;1;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Mopeder;46;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Lette motorsykler;44;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Tunge motorsykler;72;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Beltemotorsykler;20;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Traktorer;33;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Personbiler;309;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Ambulanser;3;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Bobiler;27;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Busser;2;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Varebiler;170;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Lastebiler;23;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Mopeder;1;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Traktorer;7;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Traktorer;0;01.01.2020
