region;type registrering;drivstofftype;år;biltyper;antall;dato
1001 Kristiansand (-2019);Nye kjøretøy;Diesel;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Personbiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Parafin;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Parafin;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Gass;2019;Personbiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Gass;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Gass;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;El.;2019;Personbiler;974;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Varebiler;15;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Mopeder;4;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;El.;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;El.;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Personbiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Hydrogen;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Hydrogen;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Personbiler;169;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ladbar;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ladbar;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Personbiler;228;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Bensin hybrid, ikke ladbar;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Bensin hybrid, ikke ladbar;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Personbiler;6;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ladbar;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ladbar;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Personbiler;7;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Diesel hybrid, ikke ladbar;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Diesel hybrid, ikke ladbar;2020;Motorredskaper;0;01.01.2020
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Personbiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Ambulanser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Bobiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Busser;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Varebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Kombinerte biler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Lastebiler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Mopeder;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Lette motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Tunge motorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Beltemotorsykler;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Traktorer;0;01.01.2019
KristiansandFør2019;Nye kjøretøy;Annet drivstoff;2019;Motorredskaper;0;01.01.2019
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Personbiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Ambulanser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Bobiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Busser;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Varebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Kombinerte biler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Lastebiler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Mopeder;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Lette motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Tunge motorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Beltemotorsykler;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Traktorer;0;01.01.2020
1001 Kristiansand (-2019);Nye kjøretøy;Annet drivstoff;2020;Motorredskaper;0;01.01.2020
Songdalen;Nye kjøretøy;Bensin;2019;Personbiler;10;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Ambulanser;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Bobiler;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Busser;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Varebiler;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Kombinerte biler;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Lastebiler;0;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Mopeder;4;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Lette motorsykler;4;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Tunge motorsykler;8;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Beltemotorsykler;5;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Traktorer;20;01.01.2019
Songdalen;Nye kjøretøy;Bensin;2019;Motorredskaper;0;01.01.2019
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Personbiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Ambulanser;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Bobiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Busser;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Varebiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Kombinerte biler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Lastebiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Mopeder;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Lette motorsykler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Tunge motorsykler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Beltemotorsykler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Traktorer;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Bensin;2020;Motorredskaper;0;01.01.2020
Songdalen;Nye kjøretøy;Diesel;2019;Personbiler;15;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Ambulanser;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Bobiler;1;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Busser;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Varebiler;29;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Kombinerte biler;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Lastebiler;3;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Mopeder;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Lette motorsykler;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Tunge motorsykler;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Beltemotorsykler;0;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Traktorer;3;01.01.2019
Songdalen;Nye kjøretøy;Diesel;2019;Motorredskaper;0;01.01.2019
1017 Songdalen (1964-2019);Nye kjøretøy;Diesel;2020;Personbiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Diesel;2020;Ambulanser;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Diesel;2020;Bobiler;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Diesel;2020;Busser;0;01.01.2020
1017 Songdalen (1964-2019);Nye kjøretøy;Diesel;2020;Varebiler;0;01.01.2020
