region,type kjøring,drivstofftype,år,statistikkvariabel,"07849: Registrerte kjøretøy,"
0 Hele landet,Utleievogn,Bensin,2010,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2011,Personbiler,8223
0 Hele landet,Utleievogn,Bensin,2011,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2011,Busser,4
0 Hele landet,Utleievogn,Bensin,2011,Varebiler,370
0 Hele landet,Utleievogn,Bensin,2011,Kombinerte biler,14
0 Hele landet,Utleievogn,Bensin,2011,Lastebiler,51
0 Hele landet,Utleievogn,Bensin,2011,Mopeder,26
0 Hele landet,Utleievogn,Bensin,2011,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2011,Tunge motorsykler,114
0 Hele landet,Utleievogn,Bensin,2011,Beltemotorsykler,102
0 Hele landet,Utleievogn,Bensin,2011,Traktorer,123
0 Hele landet,Utleievogn,Bensin,2011,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2012,Personbiler,9731
0 Hele landet,Utleievogn,Bensin,2012,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2012,Busser,2
0 Hele landet,Utleievogn,Bensin,2012,Varebiler,292
0 Hele landet,Utleievogn,Bensin,2012,Kombinerte biler,11
0 Hele landet,Utleievogn,Bensin,2012,Lastebiler,39
0 Hele landet,Utleievogn,Bensin,2012,Mopeder,48
0 Hele landet,Utleievogn,Bensin,2012,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2012,Tunge motorsykler,97
0 Hele landet,Utleievogn,Bensin,2012,Beltemotorsykler,143
0 Hele landet,Utleievogn,Bensin,2012,Traktorer,123
0 Hele landet,Utleievogn,Bensin,2012,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2013,Personbiler,12838
0 Hele landet,Utleievogn,Bensin,2013,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2013,Busser,1
0 Hele landet,Utleievogn,Bensin,2013,Varebiler,263
0 Hele landet,Utleievogn,Bensin,2013,Kombinerte biler,8
0 Hele landet,Utleievogn,Bensin,2013,Lastebiler,27
0 Hele landet,Utleievogn,Bensin,2013,Mopeder,50
0 Hele landet,Utleievogn,Bensin,2013,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2013,Tunge motorsykler,73
0 Hele landet,Utleievogn,Bensin,2013,Beltemotorsykler,136
0 Hele landet,Utleievogn,Bensin,2013,Traktorer,126
0 Hele landet,Utleievogn,Bensin,2013,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2014,Personbiler,16844
0 Hele landet,Utleievogn,Bensin,2014,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2014,Busser,1
0 Hele landet,Utleievogn,Bensin,2014,Varebiler,279
0 Hele landet,Utleievogn,Bensin,2014,Kombinerte biler,8
0 Hele landet,Utleievogn,Bensin,2014,Lastebiler,17
0 Hele landet,Utleievogn,Bensin,2014,Mopeder,55
0 Hele landet,Utleievogn,Bensin,2014,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2014,Tunge motorsykler,63
0 Hele landet,Utleievogn,Bensin,2014,Beltemotorsykler,120
0 Hele landet,Utleievogn,Bensin,2014,Traktorer,141
0 Hele landet,Utleievogn,Bensin,2014,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2015,Personbiler,18977
0 Hele landet,Utleievogn,Bensin,2015,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2015,Busser,1
0 Hele landet,Utleievogn,Bensin,2015,Varebiler,296
0 Hele landet,Utleievogn,Bensin,2015,Kombinerte biler,7
0 Hele landet,Utleievogn,Bensin,2015,Lastebiler,8
0 Hele landet,Utleievogn,Bensin,2015,Mopeder,55
0 Hele landet,Utleievogn,Bensin,2015,Lette motorsykler,3
0 Hele landet,Utleievogn,Bensin,2015,Tunge motorsykler,54
0 Hele landet,Utleievogn,Bensin,2015,Beltemotorsykler,149
0 Hele landet,Utleievogn,Bensin,2015,Traktorer,155
0 Hele landet,Utleievogn,Bensin,2015,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2016,Personbiler,13898
0 Hele landet,Utleievogn,Bensin,2016,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2016,Busser,2
0 Hele landet,Utleievogn,Bensin,2016,Varebiler,387
0 Hele landet,Utleievogn,Bensin,2016,Kombinerte biler,7
0 Hele landet,Utleievogn,Bensin,2016,Lastebiler,3
0 Hele landet,Utleievogn,Bensin,2016,Mopeder,53
0 Hele landet,Utleievogn,Bensin,2016,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2016,Tunge motorsykler,50
0 Hele landet,Utleievogn,Bensin,2016,Beltemotorsykler,148
0 Hele landet,Utleievogn,Bensin,2016,Traktorer,151
0 Hele landet,Utleievogn,Bensin,2016,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2017,Personbiler,13454
0 Hele landet,Utleievogn,Bensin,2017,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2017,Busser,1
0 Hele landet,Utleievogn,Bensin,2017,Varebiler,549
0 Hele landet,Utleievogn,Bensin,2017,Kombinerte biler,6
0 Hele landet,Utleievogn,Bensin,2017,Lastebiler,3
0 Hele landet,Utleievogn,Bensin,2017,Mopeder,52
0 Hele landet,Utleievogn,Bensin,2017,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2017,Tunge motorsykler,46
0 Hele landet,Utleievogn,Bensin,2017,Beltemotorsykler,137
0 Hele landet,Utleievogn,Bensin,2017,Traktorer,156
0 Hele landet,Utleievogn,Bensin,2017,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2018,Personbiler,13839
0 Hele landet,Utleievogn,Bensin,2018,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2018,Busser,1
0 Hele landet,Utleievogn,Bensin,2018,Varebiler,629
0 Hele landet,Utleievogn,Bensin,2018,Kombinerte biler,5
0 Hele landet,Utleievogn,Bensin,2018,Lastebiler,3
0 Hele landet,Utleievogn,Bensin,2018,Mopeder,53
0 Hele landet,Utleievogn,Bensin,2018,Lette motorsykler,2
0 Hele landet,Utleievogn,Bensin,2018,Tunge motorsykler,38
0 Hele landet,Utleievogn,Bensin,2018,Beltemotorsykler,131
0 Hele landet,Utleievogn,Bensin,2018,Traktorer,152
0 Hele landet,Utleievogn,Bensin,2018,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2019,Personbiler,13054
0 Hele landet,Utleievogn,Bensin,2019,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2019,Busser,0
0 Hele landet,Utleievogn,Bensin,2019,Varebiler,668
0 Hele landet,Utleievogn,Bensin,2019,Kombinerte biler,6
0 Hele landet,Utleievogn,Bensin,2019,Lastebiler,5
0 Hele landet,Utleievogn,Bensin,2019,Mopeder,47
0 Hele landet,Utleievogn,Bensin,2019,Lette motorsykler,5
0 Hele landet,Utleievogn,Bensin,2019,Tunge motorsykler,44
0 Hele landet,Utleievogn,Bensin,2019,Beltemotorsykler,131
0 Hele landet,Utleievogn,Bensin,2019,Traktorer,145
0 Hele landet,Utleievogn,Bensin,2019,Motorredskaper,0
0 Hele landet,Utleievogn,Bensin,2020,Personbiler,10703
0 Hele landet,Utleievogn,Bensin,2020,Ambulanser,0
0 Hele landet,Utleievogn,Bensin,2020,Busser,0
0 Hele landet,Utleievogn,Bensin,2020,Varebiler,635
0 Hele landet,Utleievogn,Bensin,2020,Kombinerte biler,6
0 Hele landet,Utleievogn,Bensin,2020,Lastebiler,5
0 Hele landet,Utleievogn,Bensin,2020,Mopeder,46
0 Hele landet,Utleievogn,Bensin,2020,Lette motorsykler,6
0 Hele landet,Utleievogn,Bensin,2020,Tunge motorsykler,44
0 Hele landet,Utleievogn,Bensin,2020,Beltemotorsykler,2
0 Hele landet,Utleievogn,Bensin,2020,Traktorer,230
0 Hele landet,Utleievogn,Bensin,2020,Motorredskaper,0
0 Hele landet,Utleievogn,Diesel,2008,Personbiler,17751
0 Hele landet,Utleievogn,Diesel,2008,Ambulanser,13
0 Hele landet,Utleievogn,Diesel,2008,Busser,727
0 Hele landet,Utleievogn,Diesel,2008,Varebiler,26524
0 Hele landet,Utleievogn,Diesel,2008,Kombinerte biler,480
0 Hele landet,Utleievogn,Diesel,2008,Lastebiler,4330
0 Hele landet,Utleievogn,Diesel,2008,Mopeder,1
0 Hele landet,Utleievogn,Diesel,2008,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2008,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2008,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2008,Traktorer,3982
0 Hele landet,Utleievogn,Diesel,2008,Motorredskaper,301
0 Hele landet,Utleievogn,Diesel,2009,Personbiler,18989
0 Hele landet,Utleievogn,Diesel,2009,Ambulanser,10
0 Hele landet,Utleievogn,Diesel,2009,Busser,744
0 Hele landet,Utleievogn,Diesel,2009,Varebiler,25271
0 Hele landet,Utleievogn,Diesel,2009,Kombinerte biler,361
0 Hele landet,Utleievogn,Diesel,2009,Lastebiler,4370
0 Hele landet,Utleievogn,Diesel,2009,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2009,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2009,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2009,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2009,Traktorer,4104
0 Hele landet,Utleievogn,Diesel,2009,Motorredskaper,299
0 Hele landet,Utleievogn,Diesel,2010,Personbiler,21127
0 Hele landet,Utleievogn,Diesel,2010,Ambulanser,10
0 Hele landet,Utleievogn,Diesel,2010,Busser,805
0 Hele landet,Utleievogn,Diesel,2010,Varebiler,23835
0 Hele landet,Utleievogn,Diesel,2010,Kombinerte biler,230
0 Hele landet,Utleievogn,Diesel,2010,Lastebiler,4522
0 Hele landet,Utleievogn,Diesel,2010,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2010,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2010,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2010,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2010,Traktorer,4167
0 Hele landet,Utleievogn,Diesel,2010,Motorredskaper,293
0 Hele landet,Utleievogn,Diesel,2011,Personbiler,23917
0 Hele landet,Utleievogn,Diesel,2011,Ambulanser,6
0 Hele landet,Utleievogn,Diesel,2011,Busser,788
0 Hele landet,Utleievogn,Diesel,2011,Varebiler,24400
0 Hele landet,Utleievogn,Diesel,2011,Kombinerte biler,164
0 Hele landet,Utleievogn,Diesel,2011,Lastebiler,5066
0 Hele landet,Utleievogn,Diesel,2011,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2011,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2011,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2011,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2011,Traktorer,4203
0 Hele landet,Utleievogn,Diesel,2011,Motorredskaper,283
0 Hele landet,Utleievogn,Diesel,2012,Personbiler,25510
0 Hele landet,Utleievogn,Diesel,2012,Ambulanser,17
0 Hele landet,Utleievogn,Diesel,2012,Busser,772
0 Hele landet,Utleievogn,Diesel,2012,Varebiler,24984
0 Hele landet,Utleievogn,Diesel,2012,Kombinerte biler,110
0 Hele landet,Utleievogn,Diesel,2012,Lastebiler,6127
0 Hele landet,Utleievogn,Diesel,2012,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2012,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2012,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2012,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2012,Traktorer,4256
0 Hele landet,Utleievogn,Diesel,2012,Motorredskaper,300
0 Hele landet,Utleievogn,Diesel,2013,Personbiler,24005
0 Hele landet,Utleievogn,Diesel,2013,Ambulanser,22
0 Hele landet,Utleievogn,Diesel,2013,Busser,839
0 Hele landet,Utleievogn,Diesel,2013,Varebiler,25167
0 Hele landet,Utleievogn,Diesel,2013,Kombinerte biler,71
0 Hele landet,Utleievogn,Diesel,2013,Lastebiler,7189
0 Hele landet,Utleievogn,Diesel,2013,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2013,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2013,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2013,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2013,Traktorer,4354
0 Hele landet,Utleievogn,Diesel,2013,Motorredskaper,311
0 Hele landet,Utleievogn,Diesel,2014,Personbiler,23903
0 Hele landet,Utleievogn,Diesel,2014,Ambulanser,21
0 Hele landet,Utleievogn,Diesel,2014,Busser,872
0 Hele landet,Utleievogn,Diesel,2014,Varebiler,25782
0 Hele landet,Utleievogn,Diesel,2014,Kombinerte biler,56
0 Hele landet,Utleievogn,Diesel,2014,Lastebiler,7927
0 Hele landet,Utleievogn,Diesel,2014,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2014,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2014,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2014,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2014,Traktorer,4296
0 Hele landet,Utleievogn,Diesel,2014,Motorredskaper,333
0 Hele landet,Utleievogn,Diesel,2015,Personbiler,21967
0 Hele landet,Utleievogn,Diesel,2015,Ambulanser,33
0 Hele landet,Utleievogn,Diesel,2015,Busser,897
0 Hele landet,Utleievogn,Diesel,2015,Varebiler,26178
0 Hele landet,Utleievogn,Diesel,2015,Kombinerte biler,38
0 Hele landet,Utleievogn,Diesel,2015,Lastebiler,8420
0 Hele landet,Utleievogn,Diesel,2015,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2015,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2015,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2015,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2015,Traktorer,4168
0 Hele landet,Utleievogn,Diesel,2015,Motorredskaper,350
0 Hele landet,Utleievogn,Diesel,2016,Personbiler,20370
0 Hele landet,Utleievogn,Diesel,2016,Ambulanser,68
0 Hele landet,Utleievogn,Diesel,2016,Busser,871
0 Hele landet,Utleievogn,Diesel,2016,Varebiler,26348
0 Hele landet,Utleievogn,Diesel,2016,Kombinerte biler,33
0 Hele landet,Utleievogn,Diesel,2016,Lastebiler,8993
0 Hele landet,Utleievogn,Diesel,2016,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2016,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2016,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2016,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2016,Traktorer,4076
0 Hele landet,Utleievogn,Diesel,2016,Motorredskaper,389
0 Hele landet,Utleievogn,Diesel,2017,Personbiler,17706
0 Hele landet,Utleievogn,Diesel,2017,Ambulanser,68
0 Hele landet,Utleievogn,Diesel,2017,Busser,1290
0 Hele landet,Utleievogn,Diesel,2017,Varebiler,26868
0 Hele landet,Utleievogn,Diesel,2017,Kombinerte biler,26
0 Hele landet,Utleievogn,Diesel,2017,Lastebiler,9337
0 Hele landet,Utleievogn,Diesel,2017,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2017,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2017,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2017,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2017,Traktorer,3959
0 Hele landet,Utleievogn,Diesel,2017,Motorredskaper,430
0 Hele landet,Utleievogn,Diesel,2018,Personbiler,15311
0 Hele landet,Utleievogn,Diesel,2018,Ambulanser,66
0 Hele landet,Utleievogn,Diesel,2018,Busser,1456
0 Hele landet,Utleievogn,Diesel,2018,Varebiler,27952
0 Hele landet,Utleievogn,Diesel,2018,Kombinerte biler,25
0 Hele landet,Utleievogn,Diesel,2018,Lastebiler,9354
0 Hele landet,Utleievogn,Diesel,2018,Mopeder,0
0 Hele landet,Utleievogn,Diesel,2018,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2018,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2018,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2018,Traktorer,3485
0 Hele landet,Utleievogn,Diesel,2018,Motorredskaper,399
0 Hele landet,Utleievogn,Diesel,2019,Personbiler,14572
0 Hele landet,Utleievogn,Diesel,2019,Ambulanser,66
0 Hele landet,Utleievogn,Diesel,2019,Busser,2000
0 Hele landet,Utleievogn,Diesel,2019,Varebiler,29731
0 Hele landet,Utleievogn,Diesel,2019,Kombinerte biler,23
0 Hele landet,Utleievogn,Diesel,2019,Lastebiler,9281
0 Hele landet,Utleievogn,Diesel,2019,Mopeder,1
0 Hele landet,Utleievogn,Diesel,2019,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2019,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2019,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2019,Traktorer,3079
0 Hele landet,Utleievogn,Diesel,2019,Motorredskaper,420
0 Hele landet,Utleievogn,Diesel,2020,Personbiler,12008
0 Hele landet,Utleievogn,Diesel,2020,Ambulanser,56
0 Hele landet,Utleievogn,Diesel,2020,Busser,2214
0 Hele landet,Utleievogn,Diesel,2020,Varebiler,32906
0 Hele landet,Utleievogn,Diesel,2020,Kombinerte biler,22
0 Hele landet,Utleievogn,Diesel,2020,Lastebiler,8946
0 Hele landet,Utleievogn,Diesel,2020,Mopeder,1
0 Hele landet,Utleievogn,Diesel,2020,Lette motorsykler,0
0 Hele landet,Utleievogn,Diesel,2020,Tunge motorsykler,0
0 Hele landet,Utleievogn,Diesel,2020,Beltemotorsykler,0
0 Hele landet,Utleievogn,Diesel,2020,Traktorer,3170
0 Hele landet,Utleievogn,Diesel,2020,Motorredskaper,375
0 Hele landet,Utleievogn,Parafin,2008,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2008,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2008,Busser,1
0 Hele landet,Utleievogn,Parafin,2008,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2008,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2008,Lastebiler,0
0 Hele landet,Utleievogn,Parafin,2008,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2008,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2008,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2008,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2008,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2008,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2009,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2009,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2009,Busser,0
0 Hele landet,Utleievogn,Parafin,2009,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2009,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2009,Lastebiler,0
0 Hele landet,Utleievogn,Parafin,2009,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2009,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2009,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2009,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2009,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2009,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2010,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2010,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2010,Busser,0
0 Hele landet,Utleievogn,Parafin,2010,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2010,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2010,Lastebiler,0
0 Hele landet,Utleievogn,Parafin,2010,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2010,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2010,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2010,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2010,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2010,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2011,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2011,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2011,Busser,0
0 Hele landet,Utleievogn,Parafin,2011,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2011,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2011,Lastebiler,0
0 Hele landet,Utleievogn,Parafin,2011,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2011,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2011,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2011,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2011,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2011,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2012,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2012,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2012,Busser,0
0 Hele landet,Utleievogn,Parafin,2012,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2012,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2012,Lastebiler,1
0 Hele landet,Utleievogn,Parafin,2012,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2012,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2012,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2012,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2012,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2012,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2013,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2013,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2013,Busser,0
0 Hele landet,Utleievogn,Parafin,2013,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2013,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2013,Lastebiler,1
0 Hele landet,Utleievogn,Parafin,2013,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2013,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2013,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2013,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2013,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2013,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2014,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2014,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2014,Busser,0
0 Hele landet,Utleievogn,Parafin,2014,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2014,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2014,Lastebiler,2
0 Hele landet,Utleievogn,Parafin,2014,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2014,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2014,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2014,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2014,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2014,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2015,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2015,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2015,Busser,0
0 Hele landet,Utleievogn,Parafin,2015,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2015,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2015,Lastebiler,2
0 Hele landet,Utleievogn,Parafin,2015,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2015,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2015,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2015,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2015,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2015,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2016,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2016,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2016,Busser,0
0 Hele landet,Utleievogn,Parafin,2016,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2016,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2016,Lastebiler,3
0 Hele landet,Utleievogn,Parafin,2016,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2016,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2016,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2016,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2016,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2016,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2017,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2017,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2017,Busser,0
0 Hele landet,Utleievogn,Parafin,2017,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2017,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2017,Lastebiler,4
0 Hele landet,Utleievogn,Parafin,2017,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2017,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2017,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2017,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2017,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2017,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2018,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2018,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2018,Busser,0
0 Hele landet,Utleievogn,Parafin,2018,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2018,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2018,Lastebiler,4
0 Hele landet,Utleievogn,Parafin,2018,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2018,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2018,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2018,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2018,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2018,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2019,Personbiler,0
0 Hele landet,Utleievogn,Parafin,2019,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2019,Busser,0
0 Hele landet,Utleievogn,Parafin,2019,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2019,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2019,Lastebiler,4
0 Hele landet,Utleievogn,Parafin,2019,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2019,Lette motorsykler,0
0 Hele landet,Utleievogn,Parafin,2019,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2019,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2019,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2019,Motorredskaper,0
0 Hele landet,Utleievogn,Parafin,2020,Personbiler,1
0 Hele landet,Utleievogn,Parafin,2020,Ambulanser,0
0 Hele landet,Utleievogn,Parafin,2020,Busser,0
0 Hele landet,Utleievogn,Parafin,2020,Varebiler,0
0 Hele landet,Utleievogn,Parafin,2020,Kombinerte biler,0
0 Hele landet,Utleievogn,Parafin,2020,Lastebiler,4
0 Hele landet,Utleievogn,Parafin,2020,Mopeder,0
0 Hele landet,Utleievogn,Parafin,2020,Lette motorsykler,0
