region,type kjøring,drivstofftype,år,statistikkvariabel,"07849: Registrerte kjøretøy,"
0 Hele landet,Egentransport,Parafin,2018,Ambulanser,0
0 Hele landet,Egentransport,Parafin,2018,Busser,1
0 Hele landet,Egentransport,Parafin,2018,Varebiler,4
0 Hele landet,Egentransport,Parafin,2018,Kombinerte biler,0
0 Hele landet,Egentransport,Parafin,2018,Lastebiler,16
0 Hele landet,Egentransport,Parafin,2018,Mopeder,0
0 Hele landet,Egentransport,Parafin,2018,Lette motorsykler,0
0 Hele landet,Egentransport,Parafin,2018,Tunge motorsykler,0
0 Hele landet,Egentransport,Parafin,2018,Beltemotorsykler,0
0 Hele landet,Egentransport,Parafin,2018,Traktorer,72
0 Hele landet,Egentransport,Parafin,2018,Motorredskaper,0
0 Hele landet,Egentransport,Parafin,2019,Personbiler,13
0 Hele landet,Egentransport,Parafin,2019,Ambulanser,0
0 Hele landet,Egentransport,Parafin,2019,Busser,1
0 Hele landet,Egentransport,Parafin,2019,Varebiler,4
0 Hele landet,Egentransport,Parafin,2019,Kombinerte biler,0
0 Hele landet,Egentransport,Parafin,2019,Lastebiler,20
0 Hele landet,Egentransport,Parafin,2019,Mopeder,0
0 Hele landet,Egentransport,Parafin,2019,Lette motorsykler,0
0 Hele landet,Egentransport,Parafin,2019,Tunge motorsykler,1
0 Hele landet,Egentransport,Parafin,2019,Beltemotorsykler,0
0 Hele landet,Egentransport,Parafin,2019,Traktorer,68
0 Hele landet,Egentransport,Parafin,2019,Motorredskaper,0
0 Hele landet,Egentransport,Parafin,2020,Personbiler,15
0 Hele landet,Egentransport,Parafin,2020,Ambulanser,0
0 Hele landet,Egentransport,Parafin,2020,Busser,1
0 Hele landet,Egentransport,Parafin,2020,Varebiler,3
0 Hele landet,Egentransport,Parafin,2020,Kombinerte biler,0
0 Hele landet,Egentransport,Parafin,2020,Lastebiler,20
0 Hele landet,Egentransport,Parafin,2020,Mopeder,0
0 Hele landet,Egentransport,Parafin,2020,Lette motorsykler,0
0 Hele landet,Egentransport,Parafin,2020,Tunge motorsykler,1
0 Hele landet,Egentransport,Parafin,2020,Beltemotorsykler,0
0 Hele landet,Egentransport,Parafin,2020,Traktorer,68
0 Hele landet,Egentransport,Parafin,2020,Motorredskaper,0
0 Hele landet,Egentransport,Gass,2008,Personbiler,23
0 Hele landet,Egentransport,Gass,2008,Ambulanser,0
0 Hele landet,Egentransport,Gass,2008,Busser,2
0 Hele landet,Egentransport,Gass,2008,Varebiler,45
0 Hele landet,Egentransport,Gass,2008,Kombinerte biler,5
0 Hele landet,Egentransport,Gass,2008,Lastebiler,14
0 Hele landet,Egentransport,Gass,2008,Mopeder,0
0 Hele landet,Egentransport,Gass,2008,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2008,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2008,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2008,Traktorer,2
0 Hele landet,Egentransport,Gass,2008,Motorredskaper,2
0 Hele landet,Egentransport,Gass,2009,Personbiler,23
0 Hele landet,Egentransport,Gass,2009,Ambulanser,0
0 Hele landet,Egentransport,Gass,2009,Busser,1
0 Hele landet,Egentransport,Gass,2009,Varebiler,58
0 Hele landet,Egentransport,Gass,2009,Kombinerte biler,5
0 Hele landet,Egentransport,Gass,2009,Lastebiler,16
0 Hele landet,Egentransport,Gass,2009,Mopeder,0
0 Hele landet,Egentransport,Gass,2009,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2009,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2009,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2009,Traktorer,2
0 Hele landet,Egentransport,Gass,2009,Motorredskaper,2
0 Hele landet,Egentransport,Gass,2010,Personbiler,26
0 Hele landet,Egentransport,Gass,2010,Ambulanser,0
0 Hele landet,Egentransport,Gass,2010,Busser,5
0 Hele landet,Egentransport,Gass,2010,Varebiler,103
0 Hele landet,Egentransport,Gass,2010,Kombinerte biler,5
0 Hele landet,Egentransport,Gass,2010,Lastebiler,22
0 Hele landet,Egentransport,Gass,2010,Mopeder,0
0 Hele landet,Egentransport,Gass,2010,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2010,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2010,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2010,Traktorer,2
0 Hele landet,Egentransport,Gass,2010,Motorredskaper,2
0 Hele landet,Egentransport,Gass,2011,Personbiler,36
0 Hele landet,Egentransport,Gass,2011,Ambulanser,0
0 Hele landet,Egentransport,Gass,2011,Busser,8
0 Hele landet,Egentransport,Gass,2011,Varebiler,126
0 Hele landet,Egentransport,Gass,2011,Kombinerte biler,5
0 Hele landet,Egentransport,Gass,2011,Lastebiler,21
0 Hele landet,Egentransport,Gass,2011,Mopeder,0
0 Hele landet,Egentransport,Gass,2011,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2011,Tunge motorsykler,1
0 Hele landet,Egentransport,Gass,2011,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2011,Traktorer,2
0 Hele landet,Egentransport,Gass,2011,Motorredskaper,2
0 Hele landet,Egentransport,Gass,2012,Personbiler,35
0 Hele landet,Egentransport,Gass,2012,Ambulanser,0
0 Hele landet,Egentransport,Gass,2012,Busser,4
0 Hele landet,Egentransport,Gass,2012,Varebiler,143
0 Hele landet,Egentransport,Gass,2012,Kombinerte biler,5
0 Hele landet,Egentransport,Gass,2012,Lastebiler,26
0 Hele landet,Egentransport,Gass,2012,Mopeder,0
0 Hele landet,Egentransport,Gass,2012,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2012,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2012,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2012,Traktorer,2
0 Hele landet,Egentransport,Gass,2012,Motorredskaper,2
0 Hele landet,Egentransport,Gass,2013,Personbiler,58
0 Hele landet,Egentransport,Gass,2013,Ambulanser,0
0 Hele landet,Egentransport,Gass,2013,Busser,4
0 Hele landet,Egentransport,Gass,2013,Varebiler,164
0 Hele landet,Egentransport,Gass,2013,Kombinerte biler,4
0 Hele landet,Egentransport,Gass,2013,Lastebiler,57
0 Hele landet,Egentransport,Gass,2013,Mopeder,0
0 Hele landet,Egentransport,Gass,2013,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2013,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2013,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2013,Traktorer,4
0 Hele landet,Egentransport,Gass,2013,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2014,Personbiler,78
0 Hele landet,Egentransport,Gass,2014,Ambulanser,0
0 Hele landet,Egentransport,Gass,2014,Busser,5
0 Hele landet,Egentransport,Gass,2014,Varebiler,181
0 Hele landet,Egentransport,Gass,2014,Kombinerte biler,4
0 Hele landet,Egentransport,Gass,2014,Lastebiler,62
0 Hele landet,Egentransport,Gass,2014,Mopeder,0
0 Hele landet,Egentransport,Gass,2014,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2014,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2014,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2014,Traktorer,4
0 Hele landet,Egentransport,Gass,2014,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2015,Personbiler,85
0 Hele landet,Egentransport,Gass,2015,Ambulanser,0
0 Hele landet,Egentransport,Gass,2015,Busser,22
0 Hele landet,Egentransport,Gass,2015,Varebiler,191
0 Hele landet,Egentransport,Gass,2015,Kombinerte biler,4
0 Hele landet,Egentransport,Gass,2015,Lastebiler,85
0 Hele landet,Egentransport,Gass,2015,Mopeder,0
0 Hele landet,Egentransport,Gass,2015,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2015,Tunge motorsykler,2
0 Hele landet,Egentransport,Gass,2015,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2015,Traktorer,4
0 Hele landet,Egentransport,Gass,2015,Motorredskaper,0
0 Hele landet,Egentransport,Gass,2016,Personbiler,83
0 Hele landet,Egentransport,Gass,2016,Ambulanser,0
0 Hele landet,Egentransport,Gass,2016,Busser,71
0 Hele landet,Egentransport,Gass,2016,Varebiler,251
0 Hele landet,Egentransport,Gass,2016,Kombinerte biler,3
0 Hele landet,Egentransport,Gass,2016,Lastebiler,101
0 Hele landet,Egentransport,Gass,2016,Mopeder,0
0 Hele landet,Egentransport,Gass,2016,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2016,Tunge motorsykler,1
0 Hele landet,Egentransport,Gass,2016,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2016,Traktorer,4
0 Hele landet,Egentransport,Gass,2016,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2017,Personbiler,110
0 Hele landet,Egentransport,Gass,2017,Ambulanser,0
0 Hele landet,Egentransport,Gass,2017,Busser,102
0 Hele landet,Egentransport,Gass,2017,Varebiler,330
0 Hele landet,Egentransport,Gass,2017,Kombinerte biler,2
0 Hele landet,Egentransport,Gass,2017,Lastebiler,167
0 Hele landet,Egentransport,Gass,2017,Mopeder,0
0 Hele landet,Egentransport,Gass,2017,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2017,Tunge motorsykler,1
0 Hele landet,Egentransport,Gass,2017,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2017,Traktorer,4
0 Hele landet,Egentransport,Gass,2017,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2018,Personbiler,176
0 Hele landet,Egentransport,Gass,2018,Ambulanser,0
0 Hele landet,Egentransport,Gass,2018,Busser,102
0 Hele landet,Egentransport,Gass,2018,Varebiler,364
0 Hele landet,Egentransport,Gass,2018,Kombinerte biler,2
0 Hele landet,Egentransport,Gass,2018,Lastebiler,181
0 Hele landet,Egentransport,Gass,2018,Mopeder,0
0 Hele landet,Egentransport,Gass,2018,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2018,Tunge motorsykler,1
0 Hele landet,Egentransport,Gass,2018,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2018,Traktorer,4
0 Hele landet,Egentransport,Gass,2018,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2019,Personbiler,182
0 Hele landet,Egentransport,Gass,2019,Ambulanser,0
0 Hele landet,Egentransport,Gass,2019,Busser,134
0 Hele landet,Egentransport,Gass,2019,Varebiler,388
0 Hele landet,Egentransport,Gass,2019,Kombinerte biler,2
0 Hele landet,Egentransport,Gass,2019,Lastebiler,286
0 Hele landet,Egentransport,Gass,2019,Mopeder,0
0 Hele landet,Egentransport,Gass,2019,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2019,Tunge motorsykler,1
0 Hele landet,Egentransport,Gass,2019,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2019,Traktorer,4
0 Hele landet,Egentransport,Gass,2019,Motorredskaper,1
0 Hele landet,Egentransport,Gass,2020,Personbiler,196
0 Hele landet,Egentransport,Gass,2020,Ambulanser,0
0 Hele landet,Egentransport,Gass,2020,Busser,306
0 Hele landet,Egentransport,Gass,2020,Varebiler,406
0 Hele landet,Egentransport,Gass,2020,Kombinerte biler,1
0 Hele landet,Egentransport,Gass,2020,Lastebiler,331
0 Hele landet,Egentransport,Gass,2020,Mopeder,0
0 Hele landet,Egentransport,Gass,2020,Lette motorsykler,0
0 Hele landet,Egentransport,Gass,2020,Tunge motorsykler,0
0 Hele landet,Egentransport,Gass,2020,Beltemotorsykler,0
0 Hele landet,Egentransport,Gass,2020,Traktorer,4
0 Hele landet,Egentransport,Gass,2020,Motorredskaper,1
0 Hele landet,Egentransport,El.,2008,Personbiler,1691
0 Hele landet,Egentransport,El.,2008,Ambulanser,0
0 Hele landet,Egentransport,El.,2008,Busser,1
0 Hele landet,Egentransport,El.,2008,Varebiler,62
0 Hele landet,Egentransport,El.,2008,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2008,Lastebiler,2
0 Hele landet,Egentransport,El.,2008,Mopeder,340
0 Hele landet,Egentransport,El.,2008,Lette motorsykler,6
0 Hele landet,Egentransport,El.,2008,Tunge motorsykler,679
0 Hele landet,Egentransport,El.,2008,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2008,Traktorer,3
0 Hele landet,Egentransport,El.,2008,Motorredskaper,28
0 Hele landet,Egentransport,El.,2009,Personbiler,1762
0 Hele landet,Egentransport,El.,2009,Ambulanser,0
0 Hele landet,Egentransport,El.,2009,Busser,1
0 Hele landet,Egentransport,El.,2009,Varebiler,63
0 Hele landet,Egentransport,El.,2009,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2009,Lastebiler,2
0 Hele landet,Egentransport,El.,2009,Mopeder,396
0 Hele landet,Egentransport,El.,2009,Lette motorsykler,6
0 Hele landet,Egentransport,El.,2009,Tunge motorsykler,918
0 Hele landet,Egentransport,El.,2009,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2009,Traktorer,5
0 Hele landet,Egentransport,El.,2009,Motorredskaper,27
0 Hele landet,Egentransport,El.,2010,Personbiler,2035
0 Hele landet,Egentransport,El.,2010,Ambulanser,0
0 Hele landet,Egentransport,El.,2010,Busser,1
0 Hele landet,Egentransport,El.,2010,Varebiler,60
0 Hele landet,Egentransport,El.,2010,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2010,Lastebiler,2
0 Hele landet,Egentransport,El.,2010,Mopeder,498
0 Hele landet,Egentransport,El.,2010,Lette motorsykler,11
0 Hele landet,Egentransport,El.,2010,Tunge motorsykler,1245
0 Hele landet,Egentransport,El.,2010,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2010,Traktorer,6
0 Hele landet,Egentransport,El.,2010,Motorredskaper,27
0 Hele landet,Egentransport,El.,2011,Personbiler,3849
0 Hele landet,Egentransport,El.,2011,Ambulanser,0
0 Hele landet,Egentransport,El.,2011,Busser,1
0 Hele landet,Egentransport,El.,2011,Varebiler,83
0 Hele landet,Egentransport,El.,2011,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2011,Lastebiler,1
0 Hele landet,Egentransport,El.,2011,Mopeder,642
0 Hele landet,Egentransport,El.,2011,Lette motorsykler,21
0 Hele landet,Egentransport,El.,2011,Tunge motorsykler,1440
0 Hele landet,Egentransport,El.,2011,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2011,Traktorer,20
0 Hele landet,Egentransport,El.,2011,Motorredskaper,30
0 Hele landet,Egentransport,El.,2012,Personbiler,7961
0 Hele landet,Egentransport,El.,2012,Ambulanser,0
0 Hele landet,Egentransport,El.,2012,Busser,1
0 Hele landet,Egentransport,El.,2012,Varebiler,117
0 Hele landet,Egentransport,El.,2012,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2012,Lastebiler,1
0 Hele landet,Egentransport,El.,2012,Mopeder,766
0 Hele landet,Egentransport,El.,2012,Lette motorsykler,39
0 Hele landet,Egentransport,El.,2012,Tunge motorsykler,1626
0 Hele landet,Egentransport,El.,2012,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2012,Traktorer,37
0 Hele landet,Egentransport,El.,2012,Motorredskaper,30
0 Hele landet,Egentransport,El.,2013,Personbiler,17670
0 Hele landet,Egentransport,El.,2013,Ambulanser,0
0 Hele landet,Egentransport,El.,2013,Busser,1
0 Hele landet,Egentransport,El.,2013,Varebiler,389
0 Hele landet,Egentransport,El.,2013,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2013,Lastebiler,1
0 Hele landet,Egentransport,El.,2013,Mopeder,881
0 Hele landet,Egentransport,El.,2013,Lette motorsykler,48
0 Hele landet,Egentransport,El.,2013,Tunge motorsykler,1705
0 Hele landet,Egentransport,El.,2013,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2013,Traktorer,51
0 Hele landet,Egentransport,El.,2013,Motorredskaper,30
0 Hele landet,Egentransport,El.,2014,Personbiler,38422
0 Hele landet,Egentransport,El.,2014,Ambulanser,0
0 Hele landet,Egentransport,El.,2014,Busser,1
0 Hele landet,Egentransport,El.,2014,Varebiler,938
0 Hele landet,Egentransport,El.,2014,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2014,Lastebiler,1
0 Hele landet,Egentransport,El.,2014,Mopeder,947
0 Hele landet,Egentransport,El.,2014,Lette motorsykler,51
0 Hele landet,Egentransport,El.,2014,Tunge motorsykler,1650
0 Hele landet,Egentransport,El.,2014,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2014,Traktorer,58
0 Hele landet,Egentransport,El.,2014,Motorredskaper,29
0 Hele landet,Egentransport,El.,2015,Personbiler,68516
0 Hele landet,Egentransport,El.,2015,Ambulanser,0
0 Hele landet,Egentransport,El.,2015,Busser,3
0 Hele landet,Egentransport,El.,2015,Varebiler,1634
0 Hele landet,Egentransport,El.,2015,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2015,Lastebiler,1
0 Hele landet,Egentransport,El.,2015,Mopeder,1048
0 Hele landet,Egentransport,El.,2015,Lette motorsykler,66
0 Hele landet,Egentransport,El.,2015,Tunge motorsykler,1571
0 Hele landet,Egentransport,El.,2015,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2015,Traktorer,67
0 Hele landet,Egentransport,El.,2015,Motorredskaper,27
0 Hele landet,Egentransport,El.,2016,Personbiler,96086
0 Hele landet,Egentransport,El.,2016,Ambulanser,0
0 Hele landet,Egentransport,El.,2016,Busser,3
0 Hele landet,Egentransport,El.,2016,Varebiler,2360
0 Hele landet,Egentransport,El.,2016,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2016,Lastebiler,1
0 Hele landet,Egentransport,El.,2016,Mopeder,1142
0 Hele landet,Egentransport,El.,2016,Lette motorsykler,65
0 Hele landet,Egentransport,El.,2016,Tunge motorsykler,1490
0 Hele landet,Egentransport,El.,2016,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2016,Traktorer,76
0 Hele landet,Egentransport,El.,2016,Motorredskaper,27
0 Hele landet,Egentransport,El.,2017,Personbiler,136255
0 Hele landet,Egentransport,El.,2017,Ambulanser,0
0 Hele landet,Egentransport,El.,2017,Busser,9
0 Hele landet,Egentransport,El.,2017,Varebiler,3234
0 Hele landet,Egentransport,El.,2017,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2017,Lastebiler,1
0 Hele landet,Egentransport,El.,2017,Mopeder,1294
0 Hele landet,Egentransport,El.,2017,Lette motorsykler,79
0 Hele landet,Egentransport,El.,2017,Tunge motorsykler,1566
0 Hele landet,Egentransport,El.,2017,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2017,Traktorer,85
0 Hele landet,Egentransport,El.,2017,Motorredskaper,26
0 Hele landet,Egentransport,El.,2018,Personbiler,190648
0 Hele landet,Egentransport,El.,2018,Ambulanser,0
0 Hele landet,Egentransport,El.,2018,Busser,13
0 Hele landet,Egentransport,El.,2018,Varebiler,5025
0 Hele landet,Egentransport,El.,2018,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2018,Lastebiler,10
0 Hele landet,Egentransport,El.,2018,Mopeder,1385
0 Hele landet,Egentransport,El.,2018,Lette motorsykler,81
0 Hele landet,Egentransport,El.,2018,Tunge motorsykler,1533
0 Hele landet,Egentransport,El.,2018,Beltemotorsykler,0
0 Hele landet,Egentransport,El.,2018,Traktorer,88
0 Hele landet,Egentransport,El.,2018,Motorredskaper,22
0 Hele landet,Egentransport,El.,2019,Personbiler,253464
0 Hele landet,Egentransport,El.,2019,Ambulanser,0
0 Hele landet,Egentransport,El.,2019,Busser,28
0 Hele landet,Egentransport,El.,2019,Varebiler,6946
0 Hele landet,Egentransport,El.,2019,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2019,Lastebiler,16
0 Hele landet,Egentransport,El.,2019,Mopeder,1888
0 Hele landet,Egentransport,El.,2019,Lette motorsykler,98
0 Hele landet,Egentransport,El.,2019,Tunge motorsykler,1667
0 Hele landet,Egentransport,El.,2019,Beltemotorsykler,8
0 Hele landet,Egentransport,El.,2019,Traktorer,96
0 Hele landet,Egentransport,El.,2019,Motorredskaper,20
0 Hele landet,Egentransport,El.,2020,Personbiler,325251
0 Hele landet,Egentransport,El.,2020,Ambulanser,0
0 Hele landet,Egentransport,El.,2020,Busser,94
0 Hele landet,Egentransport,El.,2020,Varebiler,8968
0 Hele landet,Egentransport,El.,2020,Kombinerte biler,0
0 Hele landet,Egentransport,El.,2020,Lastebiler,30
0 Hele landet,Egentransport,El.,2020,Mopeder,2683
0 Hele landet,Egentransport,El.,2020,Lette motorsykler,128
0 Hele landet,Egentransport,El.,2020,Tunge motorsykler,1689
0 Hele landet,Egentransport,El.,2020,Beltemotorsykler,8
0 Hele landet,Egentransport,El.,2020,Traktorer,110
0 Hele landet,Egentransport,El.,2020,Motorredskaper,18
0 Hele landet,Egentransport,Annet drivstoff,2008,Personbiler,107
0 Hele landet,Egentransport,Annet drivstoff,2008,Ambulanser,0
0 Hele landet,Egentransport,Annet drivstoff,2008,Busser,0
0 Hele landet,Egentransport,Annet drivstoff,2008,Varebiler,21
0 Hele landet,Egentransport,Annet drivstoff,2008,Kombinerte biler,10
0 Hele landet,Egentransport,Annet drivstoff,2008,Lastebiler,14
0 Hele landet,Egentransport,Annet drivstoff,2008,Mopeder,0
0 Hele landet,Egentransport,Annet drivstoff,2008,Lette motorsykler,0
0 Hele landet,Egentransport,Annet drivstoff,2008,Tunge motorsykler,3
0 Hele landet,Egentransport,Annet drivstoff,2008,Beltemotorsykler,1
0 Hele landet,Egentransport,Annet drivstoff,2008,Traktorer,67
0 Hele landet,Egentransport,Annet drivstoff,2008,Motorredskaper,0
0 Hele landet,Egentransport,Annet drivstoff,2009,Personbiler,113
0 Hele landet,Egentransport,Annet drivstoff,2009,Ambulanser,0
0 Hele landet,Egentransport,Annet drivstoff,2009,Busser,0
0 Hele landet,Egentransport,Annet drivstoff,2009,Varebiler,20
0 Hele landet,Egentransport,Annet drivstoff,2009,Kombinerte biler,10
0 Hele landet,Egentransport,Annet drivstoff,2009,Lastebiler,15
0 Hele landet,Egentransport,Annet drivstoff,2009,Mopeder,0
0 Hele landet,Egentransport,Annet drivstoff,2009,Lette motorsykler,0
0 Hele landet,Egentransport,Annet drivstoff,2009,Tunge motorsykler,3
0 Hele landet,Egentransport,Annet drivstoff,2009,Beltemotorsykler,1
0 Hele landet,Egentransport,Annet drivstoff,2009,Traktorer,62
