Region,Type Kj�ring,Drivstofftype,�r,Statistikkvariabel,Antall,Dato
Norge,Egentransport,Bensin,2008,Personbil,1587727,1/1/2008
Norge,Egentransport,Bensin,2008,Ambulanse,120,1/1/2008
Norge,Egentransport,Bensin,2008,Buss,1315,1/1/2008
Norge,Egentransport,Bensin,2008,Varebil,63302,1/1/2008
Norge,Egentransport,Bensin,2008,Kombinert bil,11738,1/1/2008
Norge,Egentransport,Bensin,2008,Lastebil,7304,1/1/2008
Norge,Egentransport,Bensin,2008,Moped,159292,1/1/2008
Norge,Egentransport,Bensin,2008,Lett motorsykkel,17518,1/1/2008
Norge,Egentransport,Bensin,2008,Tung motorsykkel,115914,1/1/2008
Norge,Egentransport,Bensin,2008,Beltemotorsykkel,63457,1/1/2008
Norge,Egentransport,Bensin,2008,Traktor,17434,1/1/2008
Norge,Egentransport,Bensin,2008,Motorredskap,2600,1/1/2008
Norge,Egentransport,Bensin,2009,Personbil,1542610,1/1/2009
Norge,Egentransport,Bensin,2009,Ambulanse,110,1/1/2009
Norge,Egentransport,Bensin,2009,Buss,1024,1/1/2009
Norge,Egentransport,Bensin,2009,Varebil,58886,1/1/2009
Norge,Egentransport,Bensin,2009,Kombinert bil,10105,1/1/2009
Norge,Egentransport,Bensin,2009,Lastebil,7177,1/1/2009
Norge,Egentransport,Bensin,2009,Moped,163130,1/1/2009
Norge,Egentransport,Bensin,2009,Lett motorsykkel,18313,1/1/2009
Norge,Egentransport,Bensin,2009,Tung motorsykkel,121381,1/1/2009
Norge,Egentransport,Bensin,2009,Beltemotorsykkel,66279,1/1/2009
Norge,Egentransport,Bensin,2009,Traktor,19254,1/1/2009
Norge,Egentransport,Bensin,2009,Motorredskap,2585,1/1/2009
Norge,Egentransport,Bensin,2010,Personbil,1492093,1/1/2010
Norge,Egentransport,Bensin,2010,Ambulanse,94,1/1/2010
Norge,Egentransport,Bensin,2010,Buss,839,1/1/2010
Norge,Egentransport,Bensin,2010,Varebil,53696,1/1/2010
Norge,Egentransport,Bensin,2010,Kombinert bil,8512,1/1/2010
Norge,Egentransport,Bensin,2010,Lastebil,6981,1/1/2010
Norge,Egentransport,Bensin,2010,Moped,166368,1/1/2010
Norge,Egentransport,Bensin,2010,Lett motorsykkel,18925,1/1/2010
Norge,Egentransport,Bensin,2010,Tung motorsykkel,125808,1/1/2010
Norge,Egentransport,Bensin,2010,Beltemotorsykkel,68632,1/1/2010
Norge,Egentransport,Bensin,2010,Traktor,21006,1/1/2010
Norge,Egentransport,Bensin,2010,Motorredskap,2554,1/1/2010
Norge,Egentransport,Bensin,2011,Personbil,1438790,1/1/2011
Norge,Egentransport,Bensin,2011,Ambulanse,75,1/1/2011
Norge,Egentransport,Bensin,2011,Buss,697,1/1/2011
Norge,Egentransport,Bensin,2011,Varebil,47641,1/1/2011
Norge,Egentransport,Bensin,2011,Kombinert bil,7155,1/1/2011
Norge,Egentransport,Bensin,2011,Lastebil,6536,1/1/2011
Norge,Egentransport,Bensin,2011,Moped,169155,1/1/2011
Norge,Egentransport,Bensin,2011,Lett motorsykkel,19597,1/1/2011
Norge,Egentransport,Bensin,2011,Tung motorsykkel,129990,1/1/2011
Norge,Egentransport,Bensin,2011,Beltemotorsykkel,70819,1/1/2011
Norge,Egentransport,Bensin,2011,Traktor,22952,1/1/2011
Norge,Egentransport,Bensin,2011,Motorredskap,2515,1/1/2011
Norge,Egentransport,Bensin,2012,Personbil,1397171,1/1/2012
Norge,Egentransport,Bensin,2012,Ambulanse,64,1/1/2012
Norge,Egentransport,Bensin,2012,Buss,557,1/1/2012
Norge,Egentransport,Bensin,2012,Varebil,43066,1/1/2012
Norge,Egentransport,Bensin,2012,Kombinert bil,5996,1/1/2012
Norge,Egentransport,Bensin,2012,Lastebil,5989,1/1/2012
Norge,Egentransport,Bensin,2012,Moped,172006,1/1/2012
Norge,Egentransport,Bensin,2012,Lett motorsykkel,20408,1/1/2012
Norge,Egentransport,Bensin,2012,Tung motorsykkel,134155,1/1/2012
Norge,Egentransport,Bensin,2012,Beltemotorsykkel,73334,1/1/2012
Norge,Egentransport,Bensin,2012,Traktor,25762,1/1/2012
Norge,Egentransport,Bensin,2012,Motorredskap,2472,1/1/2012
Norge,Egentransport,Bensin,2013,Personbil,1354368,1/1/2013
Norge,Egentransport,Bensin,2013,Ambulanse,57,1/1/2013
Norge,Egentransport,Bensin,2013,Buss,473,1/1/2013
Norge,Egentransport,Bensin,2013,Varebil,38647,1/1/2013
Norge,Egentransport,Bensin,2013,Kombinert bil,4905,1/1/2013
Norge,Egentransport,Bensin,2013,Lastebil,5397,1/1/2013
Norge,Egentransport,Bensin,2013,Moped,173145,1/1/2013
Norge,Egentransport,Bensin,2013,Lett motorsykkel,21134,1/1/2013
Norge,Egentransport,Bensin,2013,Tung motorsykkel,138356,1/1/2013
Norge,Egentransport,Bensin,2013,Beltemotorsykkel,76229,1/1/2013
Norge,Egentransport,Bensin,2013,Traktor,28711,1/1/2013
Norge,Egentransport,Bensin,2013,Motorredskap,2434,1/1/2013
Norge,Egentransport,Bensin,2014,Personbil,1309898,1/1/2014
Norge,Egentransport,Bensin,2014,Ambulanse,44,1/1/2014
Norge,Egentransport,Bensin,2014,Buss,407,1/1/2014
Norge,Egentransport,Bensin,2014,Varebil,34927,1/1/2014
Norge,Egentransport,Bensin,2014,Kombinert bil,4128,1/1/2014
Norge,Egentransport,Bensin,2014,Lastebil,4797,1/1/2014
Norge,Egentransport,Bensin,2014,Moped,174501,1/1/2014
Norge,Egentransport,Bensin,2014,Lett motorsykkel,21905,1/1/2014
Norge,Egentransport,Bensin,2014,Tung motorsykkel,143444,1/1/2014
Norge,Egentransport,Bensin,2014,Beltemotorsykkel,77373,1/1/2014
Norge,Egentransport,Bensin,2014,Traktor,32118,1/1/2014
Norge,Egentransport,Bensin,2014,Motorredskap,2399,1/1/2014
Norge,Egentransport,Bensin,2015,Personbil,1274829,1/1/2015
Norge,Egentransport,Bensin,2015,Ambulanse,40,1/1/2015
Norge,Egentransport,Bensin,2015,Buss,336,1/1/2015
Norge,Egentransport,Bensin,2015,Varebil,31352,1/1/2015
Norge,Egentransport,Bensin,2015,Kombinert bil,3460,1/1/2015
Norge,Egentransport,Bensin,2015,Lastebil,4254,1/1/2015
Norge,Egentransport,Bensin,2015,Moped,175160,1/1/2015
Norge,Egentransport,Bensin,2015,Lett motorsykkel,23266,1/1/2015
Norge,Egentransport,Bensin,2015,Tung motorsykkel,150496,1/1/2015
Norge,Egentransport,Bensin,2015,Beltemotorsykkel,81937,1/1/2015
Norge,Egentransport,Bensin,2015,Traktor,36317,1/1/2015
Norge,Egentransport,Bensin,2015,Motorredskap,2364,1/1/2015
Norge,Egentransport,Bensin,2016,Personbil,1181656,1/1/2016
Norge,Egentransport,Bensin,2016,Ambulanse,37,1/1/2016
Norge,Egentransport,Bensin,2016,Buss,296,1/1/2016
Norge,Egentransport,Bensin,2016,Varebil,28832,1/1/2016
Norge,Egentransport,Bensin,2016,Kombinert bil,2820,1/1/2016
Norge,Egentransport,Bensin,2016,Lastebil,3400,1/1/2016
Norge,Egentransport,Bensin,2016,Moped,175249,1/1/2016
Norge,Egentransport,Bensin,2016,Lett motorsykkel,24548,1/1/2016
Norge,Egentransport,Bensin,2016,Tung motorsykkel,157264,1/1/2016
Norge,Egentransport,Bensin,2016,Beltemotorsykkel,85612,1/1/2016
Norge,Egentransport,Bensin,2016,Traktor,41230,1/1/2016
Norge,Egentransport,Bensin,2016,Motorredskap,2309,1/1/2016
Norge,Egentransport,Bensin,2017,Personbil,1125983,1/1/2017
Norge,Egentransport,Bensin,2017,Ambulanse,32,1/1/2017
Norge,Egentransport,Bensin,2017,Buss,240,1/1/2017
Norge,Egentransport,Bensin,2017,Varebil,26028,1/1/2017
Norge,Egentransport,Bensin,2017,Kombinert bil,2289,1/1/2017
Norge,Egentransport,Bensin,2017,Lastebil,3018,1/1/2017
Norge,Egentransport,Bensin,2017,Moped,168757,1/1/2017
Norge,Egentransport,Bensin,2017,Lett motorsykkel,25667,1/1/2017
Norge,Egentransport,Bensin,2017,Tung motorsykkel,162051,1/1/2017
Norge,Egentransport,Bensin,2017,Beltemotorsykkel,87806,1/1/2017
Norge,Egentransport,Bensin,2017,Traktor,46750,1/1/2017
Norge,Egentransport,Bensin,2017,Motorredskap,2267,1/1/2017
Norge,Egentransport,Bensin,2018,Personbil,1060783,1/1/2018
Norge,Egentransport,Bensin,2018,Ambulanse,32,1/1/2018
Norge,Egentransport,Bensin,2018,Buss,215,1/1/2018
Norge,Egentransport,Bensin,2018,Varebil,23910,1/1/2018
Norge,Egentransport,Bensin,2018,Kombinert bil,1964,1/1/2018
Norge,Egentransport,Bensin,2018,Lastebil,2671,1/1/2018
Norge,Egentransport,Bensin,2018,Moped,160198,1/1/2018
Norge,Egentransport,Bensin,2018,Lett motorsykkel,26471,1/1/2018
Norge,Egentransport,Bensin,2018,Tung motorsykkel,163786,1/1/2018
Norge,Egentransport,Bensin,2018,Beltemotorsykkel,89099,1/1/2018
Norge,Egentransport,Bensin,2018,Traktor,51851,1/1/2018
Norge,Egentransport,Bensin,2018,Motorredskap,2160,1/1/2018
Norge,Egentransport,Bensin,2019,Personbil,1017569,1/1/2019
Norge,Egentransport,Bensin,2019,Ambulanse,32,1/1/2019
Norge,Egentransport,Bensin,2019,Buss,196,1/1/2019
Norge,Egentransport,Bensin,2019,Varebil,22711,1/1/2019
Norge,Egentransport,Bensin,2019,Kombinert bil,1735,1/1/2019
Norge,Egentransport,Bensin,2019,Lastebil,2449,1/1/2019
Norge,Egentransport,Bensin,2019,Moped,155388,1/1/2019
Norge,Egentransport,Bensin,2019,Lett motorsykkel,27918,1/1/2019
Norge,Egentransport,Bensin,2019,Tung motorsykkel,168101,1/1/2019
Norge,Egentransport,Bensin,2019,Beltemotorsykkel,85858,1/1/2019
Norge,Egentransport,Bensin,2019,Traktor,57946,1/1/2019
Norge,Egentransport,Bensin,2019,Motorredskap,2099,1/1/2019
Norge,Egentransport,Bensin,2020,Personbil,938899,1/1/2020
Norge,Egentransport,Bensin,2020,Ambulanse,34,1/1/2020
Norge,Egentransport,Bensin,2020,Buss,175,1/1/2020
Norge,Egentransport,Bensin,2020,Varebil,20783,1/1/2020
Norge,Egentransport,Bensin,2020,Kombinert bil,1523,1/1/2020
Norge,Egentransport,Bensin,2020,Lastebil,2303,1/1/2020
Norge,Egentransport,Bensin,2020,Moped,151342,1/1/2020
Norge,Egentransport,Bensin,2020,Lett motorsykkel,29816,1/1/2020
Norge,Egentransport,Bensin,2020,Tung motorsykkel,175292,1/1/2020
Norge,Egentransport,Bensin,2020,Beltemotorsykkel,93350,1/1/2020
Norge,Egentransport,Bensin,2020,Traktor,65363,1/1/2020
Norge,Egentransport,Bensin,2020,Motorredskap,2071,1/1/2020
Norge,Egentransport,Diesel,2008,Personbil,571644,1/1/2008
Norge,Egentransport,Diesel,2008,Ambulanse,272,1/1/2008
Norge,Egentransport,Diesel,2008,Buss,12358,1/1/2008
Norge,Egentransport,Diesel,2008,Varebil,287450,1/1/2008
Norge,Egentransport,Diesel,2008,Kombinert bil,47303,1/1/2008
Norge,Egentransport,Diesel,2008,Lastebil,50912,1/1/2008
Norge,Egentransport,Diesel,2008,Moped,1764,1/1/2008
Norge,Egentransport,Diesel,2008,Lett motorsykkel,1,1/1/2008
Norge,Egentransport,Diesel,2008,Tung motorsykkel,19,1/1/2008
Norge,Egentransport,Diesel,2008,Beltemotorsykkel,1,1/1/2008
Norge,Egentransport,Diesel,2008,Traktor,218429,1/1/2008
Norge,Egentransport,Diesel,2008,Motorredskap,5191,1/1/2008
Norge,Egentransport,Diesel,2009,Personbil,663258,1/1/2009
Norge,Egentransport,Diesel,2009,Ambulanse,250,1/1/2009
Norge,Egentransport,Diesel,2009,Buss,10921,1/1/2009
Norge,Egentransport,Diesel,2009,Varebil,301808,1/1/2009
Norge,Egentransport,Diesel,2009,Kombinert bil,43341,1/1/2009
Norge,Egentransport,Diesel,2009,Lastebil,50906,1/1/2009
Norge,Egentransport,Diesel,2009,Moped,1774,1/1/2009
Norge,Egentransport,Diesel,2009,Lett motorsykkel,1,1/1/2009
Norge,Egentransport,Diesel,2009,Tung motorsykkel,22,1/1/2009
Norge,Egentransport,Diesel,2009,Beltemotorsykkel,1,1/1/2009
Norge,Egentransport,Diesel,2009,Traktor,219081,1/1/2009
Norge,Egentransport,Diesel,2009,Motorredskap,5149,1/1/2009
Norge,Egentransport,Diesel,2010,Personbil,775073,1/1/2010
Norge,Egentransport,Diesel,2010,Ambulanse,209,1/1/2010
Norge,Egentransport,Diesel,2010,Buss,9692,1/1/2010
Norge,Egentransport,Diesel,2010,Varebil,318397,1/1/2010
Norge,Egentransport,Diesel,2010,Kombinert bil,39594,1/1/2010
Norge,Egentransport,Diesel,2010,Lastebil,51001,1/1/2010
Norge,Egentransport,Diesel,2010,Moped,1802,1/1/2010
Norge,Egentransport,Diesel,2010,Lett motorsykkel,1,1/1/2010
Norge,Egentransport,Diesel,2010,Tung motorsykkel,25,1/1/2010
Norge,Egentransport,Diesel,2010,Beltemotorsykkel,1,1/1/2010
Norge,Egentransport,Diesel,2010,Traktor,221041,1/1/2010
Norge,Egentransport,Diesel,2010,Motorredskap,5107,1/1/2010
Norge,Egentransport,Diesel,2011,Personbil,890773,1/1/2011
Norge,Egentransport,Diesel,2011,Ambulanse,224,1/1/2011
Norge,Egentransport,Diesel,2011,Buss,8956,1/1/2011
Norge,Egentransport,Diesel,2011,Varebil,337373,1/1/2011
Norge,Egentransport,Diesel,2011,Kombinert bil,35969,1/1/2011
Norge,Egentransport,Diesel,2011,Lastebil,51818,1/1/2011
Norge,Egentransport,Diesel,2011,Moped,1822,1/1/2011
Norge,Egentransport,Diesel,2011,Lett motorsykkel,1,1/1/2011
Norge,Egentransport,Diesel,2011,Tung motorsykkel,28,1/1/2011
Norge,Egentransport,Diesel,2011,Beltemotorsykkel,1,1/1/2011
Norge,Egentransport,Diesel,2011,Traktor,222008,1/1/2011
Norge,Egentransport,Diesel,2011,Motorredskap,5079,1/1/2011
Norge,Egentransport,Diesel,2012,Personbil,991509,1/1/2012
Norge,Egentransport,Diesel,2012,Ambulanse,205,1/1/2012
Norge,Egentransport,Diesel,2012,Buss,8351,1/1/2012
Norge,Egentransport,Diesel,2012,Varebil,355173,1/1/2012
Norge,Egentransport,Diesel,2012,Kombinert bil,32536,1/1/2012
Norge,Egentransport,Diesel,2012,Lastebil,53670,1/1/2012
Norge,Egentransport,Diesel,2012,Moped,1851,1/1/2012
Norge,Egentransport,Diesel,2012,Lett motorsykkel,1,1/1/2012
Norge,Egentransport,Diesel,2012,Tung motorsykkel,32,1/1/2012
Norge,Egentransport,Diesel,2012,Beltemotorsykkel,2,1/1/2012
Norge,Egentransport,Diesel,2012,Traktor,223977,1/1/2012
Norge,Egentransport,Diesel,2012,Motorredskap,5035,1/1/2012
Norge,Egentransport,Diesel,2013,Personbil,1078686,1/1/2013
Norge,Egentransport,Diesel,2013,Ambulanse,168,1/1/2013
Norge,Egentransport,Diesel,2013,Buss,7853,1/1/2013
Norge,Egentransport,Diesel,2013,Varebil,369050,1/1/2013
Norge,Egentransport,Diesel,2013,Kombinert bil,29197,1/1/2013
Norge,Egentransport,Diesel,2013,Lastebil,55451,1/1/2013
Norge,Egentransport,Diesel,2013,Moped,1830,1/1/2013
Norge,Egentransport,Diesel,2013,Lett motorsykkel,1,1/1/2013
Norge,Egentransport,Diesel,2013,Tung motorsykkel,32,1/1/2013
Norge,Egentransport,Diesel,2013,Beltemotorsykkel,2,1/1/2013
Norge,Egentransport,Diesel,2013,Traktor,225685,1/1/2013
Norge,Egentransport,Diesel,2013,Motorredskap,5045,1/1/2013
Norge,Egentransport,Diesel,2014,Personbil,1154592,1/1/2014
Norge,Egentransport,Diesel,2014,Ambulanse,149,1/1/2014
Norge,Egentransport,Diesel,2014,Buss,7493,1/1/2014
Norge,Egentransport,Diesel,2014,Varebil,378914,1/1/2014
Norge,Egentransport,Diesel,2014,Kombinert bil,26017,1/1/2014
Norge,Egentransport,Diesel,2014,Lastebil,57292,1/1/2014
Norge,Egentransport,Diesel,2014,Moped,1813,1/1/2014
Norge,Egentransport,Diesel,2014,Lett motorsykkel,1,1/1/2014
Norge,Egentransport,Diesel,2014,Tung motorsykkel,35,1/1/2014
Norge,Egentransport,Diesel,2014,Beltemotorsykkel,2,1/1/2014
Norge,Egentransport,Diesel,2014,Traktor,227064,1/1/2014
Norge,Egentransport,Diesel,2014,Motorredskap,4981,1/1/2014
Norge,Egentransport,Diesel,2015,Personbil,1213862,1/1/2015
Norge,Egentransport,Diesel,2015,Ambulanse,128,1/1/2015
Norge,Egentransport,Diesel,2015,Buss,7467,1/1/2015
Norge,Egentransport,Diesel,2015,Varebil,389744,1/1/2015
Norge,Egentransport,Diesel,2015,Kombinert bil,23068,1/1/2015
Norge,Egentransport,Diesel,2015,Lastebil,57728,1/1/2015
Norge,Egentransport,Diesel,2015,Moped,1805,1/1/2015
Norge,Egentransport,Diesel,2015,Lett motorsykkel,2,1/1/2015
Norge,Egentransport,Diesel,2015,Tung motorsykkel,44,1/1/2015
Norge,Egentransport,Diesel,2015,Beltemotorsykkel,2,1/1/2015
Norge,Egentransport,Diesel,2015,Traktor,228117,1/1/2015
Norge,Egentransport,Diesel,2015,Motorredskap,4926,1/1/2015
Norge,Egentransport,Diesel,2016,Personbil,1249696,1/1/2016
Norge,Egentransport,Diesel,2016,Ambulanse,136,1/1/2016
Norge,Egentransport,Diesel,2016,Buss,7472,1/1/2016
Norge,Egentransport,Diesel,2016,Varebil,402265,1/1/2016
Norge,Egentransport,Diesel,2016,Kombinert bil,19804,1/1/2016
Norge,Egentransport,Diesel,2016,Lastebil,57618,1/1/2016
Norge,Egentransport,Diesel,2016,Moped,1781,1/1/2016
Norge,Egentransport,Diesel,2016,Lett motorsykkel,2,1/1/2016
Norge,Egentransport,Diesel,2016,Tung motorsykkel,45,1/1/2016
Norge,Egentransport,Diesel,2016,Beltemotorsykkel,2,1/1/2016
Norge,Egentransport,Diesel,2016,Traktor,229410,1/1/2016
Norge,Egentransport,Diesel,2016,Motorredskap,4888,1/1/2016
Norge,Egentransport,Diesel,2017,Personbil,1270217,1/1/2017
Norge,Egentransport,Diesel,2017,Ambulanse,123,1/1/2017
Norge,Egentransport,Diesel,2017,Buss,7170,1/1/2017
Norge,Egentransport,Diesel,2017,Varebil,412784,1/1/2017
Norge,Egentransport,Diesel,2017,Kombinert bil,17280,1/1/2017
Norge,Egentransport,Diesel,2017,Lastebil,57433,1/1/2017
Norge,Egentransport,Diesel,2017,Moped,1745,1/1/2017
Norge,Egentransport,Diesel,2017,Lett motorsykkel,2,1/1/2017
Norge,Egentransport,Diesel,2017,Tung motorsykkel,47,1/1/2017
Norge,Egentransport,Diesel,2017,Beltemotorsykkel,2,1/1/2017
Norge,Egentransport,Diesel,2017,Traktor,229724,1/1/2017
Norge,Egentransport,Diesel,2017,Motorredskap,4483,1/1/2017
Norge,Egentransport,Diesel,2018,Personbil,1268978,1/1/2018
Norge,Egentransport,Diesel,2018,Ambulanse,114,1/1/2018
Norge,Egentransport,Diesel,2018,Buss,6935,1/1/2018
Norge,Egentransport,Diesel,2018,Varebil,417863,1/1/2018
Norge,Egentransport,Diesel,2018,Kombinert bil,14904,1/1/2018
Norge,Egentransport,Diesel,2018,Lastebil,57145,1/1/2018
Norge,Egentransport,Diesel,2018,Moped,1678,1/1/2018
Norge,Egentransport,Diesel,2018,Lett motorsykkel,2,1/1/2018
Norge,Egentransport,Diesel,2018,Tung motorsykkel,48,1/1/2018
Norge,Egentransport,Diesel,2018,Beltemotorsykkel,2,1/1/2018
Norge,Egentransport,Diesel,2018,Traktor,228896,1/1/2018
Norge,Egentransport,Diesel,2018,Motorredskap,4100,1/1/2018
Norge,Egentransport,Diesel,2019,Personbil,1260704,1/1/2019
Norge,Egentransport,Diesel,2019,Ambulanse,140,1/1/2019
Norge,Egentransport,Diesel,2019,Buss,7064,1/1/2019
Norge,Egentransport,Diesel,2019,Varebil,427504,1/1/2019
Norge,Egentransport,Diesel,2019,Kombinert bil,13044,1/1/2019
Norge,Egentransport,Diesel,2019,Lastebil,57199,1/1/2019
Norge,Egentransport,Diesel,2019,Moped,1821,1/1/2019
Norge,Egentransport,Diesel,2019,Lett motorsykkel,2,1/1/2019
Norge,Egentransport,Diesel,2019,Tung motorsykkel,53,1/1/2019
Norge,Egentransport,Diesel,2019,Beltemotorsykkel,2,1/1/2019
Norge,Egentransport,Diesel,2019,Traktor,229740,1/1/2019
Norge,Egentransport,Diesel,2019,Motorredskap,3869,1/1/2019
Norge,Egentransport,Diesel,2020,Personbil,1229600,1/1/2020
Norge,Egentransport,Diesel,2020,Ambulanse,227,1/1/2020
Norge,Egentransport,Diesel,2020,Buss,7308,1/1/2020
Norge,Egentransport,Diesel,2020,Varebil,430257,1/1/2020
Norge,Egentransport,Diesel,2020,Kombinert bil,11506,1/1/2020
Norge,Egentransport,Diesel,2020,Lastebil,56733,1/1/2020
Norge,Egentransport,Diesel,2020,Moped,2153,1/1/2020
Norge,Egentransport,Diesel,2020,Lett motorsykkel,2,1/1/2020
Norge,Egentransport,Diesel,2020,Tung motorsykkel,56,1/1/2020
Norge,Egentransport,Diesel,2020,Beltemotorsykkel,2,1/1/2020
Norge,Egentransport,Diesel,2020,Traktor,229827,1/1/2020
Norge,Egentransport,Diesel,2020,Motorredskap,3784,1/1/2020
Norge,Egentransport,Parafin,2008,Personbil,21,1/1/2008
Norge,Egentransport,Parafin,2008,Ambulanse,0,1/1/2008
Norge,Egentransport,Parafin,2008,Buss,1,1/1/2008
Norge,Egentransport,Parafin,2008,Varebil,4,1/1/2008
Norge,Egentransport,Parafin,2008,Kombinert bil,0,1/1/2008
Norge,Egentransport,Parafin,2008,Lastebil,13,1/1/2008
Norge,Egentransport,Parafin,2008,Moped,0,1/1/2008
Norge,Egentransport,Parafin,2008,Lett motorsykkel,0,1/1/2008
Norge,Egentransport,Parafin,2008,Tung motorsykkel,0,1/1/2008
Norge,Egentransport,Parafin,2008,Beltemotorsykkel,0,1/1/2008
Norge,Egentransport,Parafin,2008,Traktor,87,1/1/2008
Norge,Egentransport,Parafin,2008,Motorredskap,0,1/1/2008
Norge,Egentransport,Parafin,2009,Personbil,22,1/1/2009
Norge,Egentransport,Parafin,2009,Ambulanse,0,1/1/2009
Norge,Egentransport,Parafin,2009,Buss,1,1/1/2009
Norge,Egentransport,Parafin,2009,Varebil,5,1/1/2009
Norge,Egentransport,Parafin,2009,Kombinert bil,0,1/1/2009
Norge,Egentransport,Parafin,2009,Lastebil,13,1/1/2009
Norge,Egentransport,Parafin,2009,Moped,0,1/1/2009
Norge,Egentransport,Parafin,2009,Lett motorsykkel,0,1/1/2009
Norge,Egentransport,Parafin,2009,Tung motorsykkel,0,1/1/2009
Norge,Egentransport,Parafin,2009,Beltemotorsykkel,0,1/1/2009
Norge,Egentransport,Parafin,2009,Traktor,84,1/1/2009
Norge,Egentransport,Parafin,2009,Motorredskap,0,1/1/2009
Norge,Egentransport,Parafin,2010,Personbil,20,1/1/2010
Norge,Egentransport,Parafin,2010,Ambulanse,0,1/1/2010
Norge,Egentransport,Parafin,2010,Buss,2,1/1/2010
Norge,Egentransport,Parafin,2010,Varebil,3,1/1/2010
Norge,Egentransport,Parafin,2010,Kombinert bil,0,1/1/2010
Norge,Egentransport,Parafin,2010,Lastebil,13,1/1/2010
Norge,Egentransport,Parafin,2010,Moped,0,1/1/2010
Norge,Egentransport,Parafin,2010,Lett motorsykkel,0,1/1/2010
Norge,Egentransport,Parafin,2010,Tung motorsykkel,0,1/1/2010
Norge,Egentransport,Parafin,2010,Beltemotorsykkel,0,1/1/2010
Norge,Egentransport,Parafin,2010,Traktor,80,1/1/2010
Norge,Egentransport,Parafin,2010,Motorredskap,0,1/1/2010
Norge,Egentransport,Parafin,2011,Personbil,19,1/1/2011
Norge,Egentransport,Parafin,2011,Ambulanse,0,1/1/2011
Norge,Egentransport,Parafin,2011,Buss,1,1/1/2011
Norge,Egentransport,Parafin,2011,Varebil,4,1/1/2011
Norge,Egentransport,Parafin,2011,Kombinert bil,0,1/1/2011
Norge,Egentransport,Parafin,2011,Lastebil,14,1/1/2011
Norge,Egentransport,Parafin,2011,Moped,0,1/1/2011
Norge,Egentransport,Parafin,2011,Lett motorsykkel,0,1/1/2011
Norge,Egentransport,Parafin,2011,Tung motorsykkel,0,1/1/2011
Norge,Egentransport,Parafin,2011,Beltemotorsykkel,0,1/1/2011
Norge,Egentransport,Parafin,2011,Traktor,75,1/1/2011
Norge,Egentransport,Parafin,2011,Motorredskap,0,1/1/2011
Norge,Egentransport,Parafin,2012,Personbil,16,1/1/2012
Norge,Egentransport,Parafin,2012,Ambulanse,0,1/1/2012
Norge,Egentransport,Parafin,2012,Buss,1,1/1/2012
Norge,Egentransport,Parafin,2012,Varebil,3,1/1/2012
Norge,Egentransport,Parafin,2012,Kombinert bil,0,1/1/2012
Norge,Egentransport,Parafin,2012,Lastebil,15,1/1/2012
Norge,Egentransport,Parafin,2012,Moped,0,1/1/2012
Norge,Egentransport,Parafin,2012,Lett motorsykkel,0,1/1/2012
Norge,Egentransport,Parafin,2012,Tung motorsykkel,0,1/1/2012
Norge,Egentransport,Parafin,2012,Beltemotorsykkel,0,1/1/2012
Norge,Egentransport,Parafin,2012,Traktor,76,1/1/2012
Norge,Egentransport,Parafin,2012,Motorredskap,0,1/1/2012
Norge,Egentransport,Parafin,2013,Personbil,17,1/1/2013
Norge,Egentransport,Parafin,2013,Ambulanse,0,1/1/2013
Norge,Egentransport,Parafin,2013,Buss,1,1/1/2013
Norge,Egentransport,Parafin,2013,Varebil,4,1/1/2013
Norge,Egentransport,Parafin,2013,Kombinert bil,0,1/1/2013
Norge,Egentransport,Parafin,2013,Lastebil,15,1/1/2013
Norge,Egentransport,Parafin,2013,Moped,0,1/1/2013
Norge,Egentransport,Parafin,2013,Lett motorsykkel,0,1/1/2013
Norge,Egentransport,Parafin,2013,Tung motorsykkel,0,1/1/2013
Norge,Egentransport,Parafin,2013,Beltemotorsykkel,0,1/1/2013
Norge,Egentransport,Parafin,2013,Traktor,74,1/1/2013
Norge,Egentransport,Parafin,2013,Motorredskap,0,1/1/2013
Norge,Egentransport,Parafin,2014,Personbil,16,1/1/2014
Norge,Egentransport,Parafin,2014,Ambulanse,0,1/1/2014
Norge,Egentransport,Parafin,2014,Buss,1,1/1/2014
Norge,Egentransport,Parafin,2014,Varebil,3,1/1/2014
Norge,Egentransport,Parafin,2014,Kombinert bil,0,1/1/2014
Norge,Egentransport,Parafin,2014,Lastebil,14,1/1/2014
Norge,Egentransport,Parafin,2014,Moped,0,1/1/2014
Norge,Egentransport,Parafin,2014,Lett motorsykkel,0,1/1/2014
Norge,Egentransport,Parafin,2014,Tung motorsykkel,0,1/1/2014
Norge,Egentransport,Parafin,2014,Beltemotorsykkel,0,1/1/2014
Norge,Egentransport,Parafin,2014,Traktor,73,1/1/2014
Norge,Egentransport,Parafin,2014,Motorredskap,0,1/1/2014
Norge,Egentransport,Parafin,2015,Personbil,13,1/1/2015
Norge,Egentransport,Parafin,2015,Ambulanse,0,1/1/2015
Norge,Egentransport,Parafin,2015,Buss,0,1/1/2015
Norge,Egentransport,Parafin,2015,Varebil,3,1/1/2015
Norge,Egentransport,Parafin,2015,Kombinert bil,0,1/1/2015
Norge,Egentransport,Parafin,2015,Lastebil,14,1/1/2015
Norge,Egentransport,Parafin,2015,Moped,0,1/1/2015
Norge,Egentransport,Parafin,2015,Lett motorsykkel,0,1/1/2015
Norge,Egentransport,Parafin,2015,Tung motorsykkel,0,1/1/2015
